risk_number,risk_name,round,criteria,actor_sector_category,actor_sector_name,vuln_resp_level,count,total,pct
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI Infrastructure Provider,Minimally responsible,8,46,17.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI Infrastructure Provider,Moderately responsible,9,46,19.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI Infrastructure Provider,Not at all responsible,4,46,8.7
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI Infrastructure Provider,Primarily responsible,12,46,26.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI User,Highly responsible,9,72,12.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI User,Minimally responsible,28,72,38.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI User,Moderately responsible,13,72,18.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI User,Not at all responsible,21,72,29.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,AI User,Primarily responsible,1,72,1.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,Affected Stakeholder,Highly responsible,4,48,8.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,Affected Stakeholder,Minimally responsible,13,48,27.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,Affected Stakeholder,Moderately responsible,8,48,16.7
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,Affected Stakeholder,Not at all responsible,17,48,35.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Responsibility,Actor,Affected Stakeholder,Primarily responsible,6,48,12.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Deployer,Extremely vulnerable,13,72,18.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Deployer,Highly vulnerable,19,72,26.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Deployer,Minimally vulnerable,15,72,20.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Deployer,Moderately vulnerable,23,72,31.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Deployer,Not at all vulnerable,2,72,2.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (General-purpose AI),Extremely vulnerable,8,72,11.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (General-purpose AI),Highly vulnerable,13,72,18.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (General-purpose AI),Minimally vulnerable,21,72,29.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (General-purpose AI),Moderately vulnerable,17,72,23.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (General-purpose AI),Not at all vulnerable,13,72,18.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (Specialised AI),Extremely vulnerable,6,49,12.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (Specialised AI),Highly vulnerable,15,49,30.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (Specialised AI),Minimally vulnerable,11,49,22.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (Specialised AI),Moderately vulnerable,15,49,30.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Developer (Specialised AI),Not at all vulnerable,2,49,4.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Governance Actor,Extremely vulnerable,19,72,26.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Governance Actor,Highly vulnerable,26,72,36.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Governance Actor,Minimally vulnerable,9,72,12.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Governance Actor,Moderately vulnerable,18,72,25.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Infrastructure Provider,Extremely vulnerable,7,50,14.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Infrastructure Provider,Highly vulnerable,7,50,14.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Infrastructure Provider,Minimally vulnerable,17,50,34.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Infrastructure Provider,Moderately vulnerable,13,50,26.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI Infrastructure Provider,Not at all vulnerable,6,50,12.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI User,Extremely vulnerable,43,72,59.7
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI User,Highly vulnerable,23,72,31.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI User,Minimally vulnerable,1,72,1.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI User,Moderately vulnerable,4,72,5.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,AI User,Not at all vulnerable,1,72,1.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,Affected Stakeholder,Extremely vulnerable,31,52,59.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,Affected Stakeholder,Highly vulnerable,13,52,25.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,Affected Stakeholder,Minimally vulnerable,1,52,1.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Actor,Affected Stakeholder,Moderately vulnerable,7,52,13.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Accommodation,Extremely vulnerable,12,68,17.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Accommodation,Highly vulnerable,10,68,14.7
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Accommodation,Minimally vulnerable,24,68,35.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Accommodation,Moderately vulnerable,19,68,27.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Accommodation,Not at all vulnerable,3,68,4.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Agriculture,Extremely vulnerable,16,68,23.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Agriculture,Highly vulnerable,13,68,19.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Agriculture,Minimally vulnerable,17,68,25.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Agriculture,Moderately vulnerable,22,68,32.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Arts,Extremely vulnerable,17,67,25.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Arts,Highly vulnerable,19,67,28.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Arts,Minimally vulnerable,10,67,14.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Arts,Moderately vulnerable,21,67,31.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Education,Extremely vulnerable,22,67,32.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Education,Highly vulnerable,27,67,40.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Education,Minimally vulnerable,4,67,6.0
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Education,Moderately vulnerable,14,67,20.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Finance,Extremely vulnerable,30,68,44.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Finance,Highly vulnerable,24,68,35.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Finance,Minimally vulnerable,4,68,5.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Finance,Moderately vulnerable,10,68,14.7
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Healthcare,Extremely vulnerable,23,68,33.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Healthcare,Highly vulnerable,24,68,35.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Healthcare,Minimally vulnerable,6,68,8.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Healthcare,Moderately vulnerable,15,68,22.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Information,Extremely vulnerable,36,68,52.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Information,Highly vulnerable,20,68,29.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Information,Minimally vulnerable,3,68,4.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Information,Moderately vulnerable,9,68,13.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Management,Extremely vulnerable,15,67,22.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Management,Highly vulnerable,20,67,29.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Management,Minimally vulnerable,7,67,10.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Management,Moderately vulnerable,25,67,37.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,National Security,Extremely vulnerable,29,68,42.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,National Security,Highly vulnerable,22,68,32.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,National Security,Minimally vulnerable,7,68,10.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,National Security,Moderately vulnerable,9,68,13.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,National Security,Not at all vulnerable,1,68,1.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Professional,Extremely vulnerable,20,68,29.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Professional,Highly vulnerable,25,68,36.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Professional,Minimally vulnerable,8,68,11.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Professional,Moderately vulnerable,15,68,22.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Public Administration,Extremely vulnerable,23,68,33.8
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Public Administration,Highly vulnerable,22,68,32.4
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Public Administration,Minimally vulnerable,7,68,10.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Public Administration,Moderately vulnerable,16,68,23.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Real Estate,Extremely vulnerable,12,68,17.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Real Estate,Highly vulnerable,13,68,19.1
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Real Estate,Minimally vulnerable,16,68,23.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Real Estate,Moderately vulnerable,26,68,38.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Real Estate,Not at all vulnerable,1,68,1.5
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Scientific,Extremely vulnerable,28,68,41.2
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Scientific,Highly vulnerable,21,68,30.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Scientific,Minimally vulnerable,7,68,10.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Scientific,Moderately vulnerable,12,68,17.6
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Trade,Extremely vulnerable,16,67,23.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Trade,Highly vulnerable,21,67,31.3
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Trade,Minimally vulnerable,10,67,14.9
6.1,6.1 Power centralization and unfair distribution of benefits,1,Vulnerability,Sector,Trade,Moderately vulnerable,20,67,29.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Deployer,Highly responsible,28,61,45.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Deployer,Minimally responsible,5,61,8.2
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Deployer,Moderately responsible,20,61,32.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Deployer,Primarily responsible,8,61,13.1
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (General-purpose AI),Highly responsible,31,61,50.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (General-purpose AI),Minimally responsible,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (General-purpose AI),Moderately responsible,6,61,9.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (General-purpose AI),Primarily responsible,22,61,36.1
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (Specialised AI),Highly responsible,11,50,22.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (Specialised AI),Minimally responsible,5,50,10.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (Specialised AI),Moderately responsible,26,50,52.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (Specialised AI),Not at all responsible,2,50,4.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Developer (Specialised AI),Primarily responsible,6,50,12.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Governance Actor,Don't Know/Unsure,1,61,1.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Governance Actor,Highly responsible,9,61,14.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Governance Actor,Moderately responsible,1,61,1.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Governance Actor,Primarily responsible,50,61,82.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Infrastructure Provider,Don't Know/Unsure,1,50,2.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Infrastructure Provider,Highly responsible,21,50,42.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Infrastructure Provider,Minimally responsible,7,50,14.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Infrastructure Provider,Moderately responsible,9,50,18.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Infrastructure Provider,Not at all responsible,3,50,6.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI Infrastructure Provider,Primarily responsible,9,50,18.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI User,Highly responsible,7,61,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI User,Minimally responsible,26,61,42.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI User,Moderately responsible,9,61,14.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI User,Not at all responsible,17,61,27.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,AI User,Primarily responsible,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,Affected Stakeholder,Highly responsible,3,50,6.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,Affected Stakeholder,Minimally responsible,19,50,38.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,Affected Stakeholder,Moderately responsible,7,50,14.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,Affected Stakeholder,Not at all responsible,17,50,34.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Responsibility,Actor,Affected Stakeholder,Primarily responsible,4,50,8.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Deployer,Extremely vulnerable,6,61,9.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Deployer,Highly vulnerable,15,61,24.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Deployer,Minimally vulnerable,10,61,16.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Deployer,Moderately vulnerable,28,61,45.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Deployer,Not at all vulnerable,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (General-purpose AI),Extremely vulnerable,5,61,8.2
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (General-purpose AI),Highly vulnerable,7,61,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (General-purpose AI),Minimally vulnerable,22,61,36.1
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (General-purpose AI),Moderately vulnerable,20,61,32.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (General-purpose AI),Not at all vulnerable,7,61,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (Specialised AI),Extremely vulnerable,6,52,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (Specialised AI),Highly vulnerable,14,52,26.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (Specialised AI),Minimally vulnerable,10,52,19.2
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (Specialised AI),Moderately vulnerable,21,52,40.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Developer (Specialised AI),Not at all vulnerable,1,52,1.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Governance Actor,Extremely vulnerable,12,61,19.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Governance Actor,Highly vulnerable,34,61,55.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Governance Actor,Minimally vulnerable,4,61,6.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Governance Actor,Moderately vulnerable,11,61,18.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Infrastructure Provider,Extremely vulnerable,5,53,9.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Infrastructure Provider,Highly vulnerable,6,53,11.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Infrastructure Provider,Minimally vulnerable,15,53,28.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Infrastructure Provider,Moderately vulnerable,24,53,45.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI Infrastructure Provider,Not at all vulnerable,3,53,5.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI User,Don't Know/Unsure,1,61,1.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI User,Extremely vulnerable,43,61,70.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI User,Highly vulnerable,14,61,23.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI User,Minimally vulnerable,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,AI User,Moderately vulnerable,1,61,1.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,Affected Stakeholder,Don't Know/Unsure,1,53,1.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,Affected Stakeholder,Extremely vulnerable,36,53,67.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,Affected Stakeholder,Highly vulnerable,13,53,24.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Actor,Affected Stakeholder,Moderately vulnerable,3,53,5.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Accommodation,Don't Know/Unsure,1,60,1.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Accommodation,Extremely vulnerable,9,60,15.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Accommodation,Highly vulnerable,7,60,11.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Accommodation,Minimally vulnerable,16,60,26.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Accommodation,Moderately vulnerable,25,60,41.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Accommodation,Not at all vulnerable,2,60,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Agriculture,Don't Know/Unsure,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Agriculture,Extremely vulnerable,14,61,23.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Agriculture,Highly vulnerable,7,61,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Agriculture,Minimally vulnerable,13,61,21.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Agriculture,Moderately vulnerable,25,61,41.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Arts,Extremely vulnerable,12,61,19.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Arts,Highly vulnerable,24,61,39.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Arts,Minimally vulnerable,5,61,8.2
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Arts,Moderately vulnerable,20,61,32.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Education,Extremely vulnerable,22,61,36.1
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Education,Highly vulnerable,31,61,50.8
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Education,Minimally vulnerable,1,61,1.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Education,Moderately vulnerable,7,61,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Finance,Extremely vulnerable,35,61,57.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Finance,Highly vulnerable,15,61,24.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Finance,Minimally vulnerable,1,61,1.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Finance,Moderately vulnerable,10,61,16.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Healthcare,Extremely vulnerable,24,61,39.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Healthcare,Highly vulnerable,22,61,36.1
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Healthcare,Minimally vulnerable,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Healthcare,Moderately vulnerable,13,61,21.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Information,Extremely vulnerable,42,61,68.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Information,Highly vulnerable,10,61,16.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Information,Minimally vulnerable,2,61,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Information,Moderately vulnerable,7,61,11.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Management,Don't Know/Unsure,2,60,3.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Management,Extremely vulnerable,11,60,18.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Management,Highly vulnerable,17,60,28.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Management,Minimally vulnerable,5,60,8.3
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Management,Moderately vulnerable,25,60,41.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,National Security,Don't Know/Unsure,1,59,1.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,National Security,Extremely vulnerable,26,59,44.1
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,National Security,Highly vulnerable,19,59,32.2
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,National Security,Minimally vulnerable,2,59,3.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,National Security,Moderately vulnerable,11,59,18.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Professional,Extremely vulnerable,18,61,29.5
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Professional,Highly vulnerable,26,61,42.6
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Professional,Minimally vulnerable,5,61,8.2
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Professional,Moderately vulnerable,12,61,19.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Public Administration,Don't Know/Unsure,1,59,1.7
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Public Administration,Extremely vulnerable,23,59,39.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Public Administration,Highly vulnerable,20,59,33.9
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Public Administration,Minimally vulnerable,2,59,3.4
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Public Administration,Moderately vulnerable,13,59,22.0
6.1,6.1 Power centralization and unfair distribution of benefits,2,Vulnerability,Sector,Real Estate,Don't Know/Unsure,2,61,3.3
