risk_number,risk_name,round,criteria,actor_sector_category,actor_sector_name,vuln_resp_level,count,total,pct
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Responsibility,Actor,Affected Stakeholder,Moderately responsible,22,59,37.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Responsibility,Actor,Affected Stakeholder,Not at all responsible,7,59,11.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Responsibility,Actor,Affected Stakeholder,Primarily responsible,4,59,6.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Deployer,Extremely vulnerable,8,70,11.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Deployer,Highly vulnerable,31,70,44.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Deployer,Minimally vulnerable,12,70,17.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Deployer,Moderately vulnerable,18,70,25.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Deployer,Not at all vulnerable,1,70,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (General-purpose AI),Extremely vulnerable,10,69,14.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (General-purpose AI),Highly vulnerable,14,69,20.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (General-purpose AI),Minimally vulnerable,19,69,27.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (General-purpose AI),Moderately vulnerable,25,69,36.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (General-purpose AI),Not at all vulnerable,1,69,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (Specialised AI),Don't Know/Unsure,3,57,5.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (Specialised AI),Extremely vulnerable,7,57,12.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (Specialised AI),Highly vulnerable,11,57,19.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (Specialised AI),Minimally vulnerable,12,57,21.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (Specialised AI),Moderately vulnerable,23,57,40.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Developer (Specialised AI),Not at all vulnerable,1,57,1.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Governance Actor,Extremely vulnerable,14,71,19.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Governance Actor,Highly vulnerable,38,71,53.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Governance Actor,Minimally vulnerable,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Governance Actor,Moderately vulnerable,16,71,22.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Governance Actor,Not at all vulnerable,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Infrastructure Provider,Don't Know/Unsure,1,57,1.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Infrastructure Provider,Extremely vulnerable,3,57,5.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Infrastructure Provider,Highly vulnerable,8,57,14.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Infrastructure Provider,Minimally vulnerable,12,57,21.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Infrastructure Provider,Moderately vulnerable,25,57,43.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI Infrastructure Provider,Not at all vulnerable,8,57,14.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI User,Extremely vulnerable,49,71,69.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI User,Highly vulnerable,20,71,28.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,AI User,Minimally vulnerable,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,Affected Stakeholder,Don't Know/Unsure,2,60,3.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,Affected Stakeholder,Extremely vulnerable,42,60,70.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,Affected Stakeholder,Highly vulnerable,12,60,20.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Actor,Affected Stakeholder,Moderately vulnerable,4,60,6.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Accommodation,Don't Know/Unsure,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Accommodation,Extremely vulnerable,5,71,7.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Accommodation,Highly vulnerable,10,71,14.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Accommodation,Minimally vulnerable,25,71,35.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Accommodation,Moderately vulnerable,27,71,38.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Accommodation,Not at all vulnerable,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Agriculture,Don't Know/Unsure,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Agriculture,Extremely vulnerable,6,71,8.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Agriculture,Highly vulnerable,6,71,8.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Agriculture,Minimally vulnerable,26,71,36.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Agriculture,Moderately vulnerable,29,71,40.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Agriculture,Not at all vulnerable,3,71,4.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Arts,Don't Know/Unsure,1,70,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Arts,Extremely vulnerable,5,70,7.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Arts,Highly vulnerable,22,70,31.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Arts,Minimally vulnerable,8,70,11.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Arts,Moderately vulnerable,32,70,45.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Arts,Not at all vulnerable,2,70,2.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Education,Extremely vulnerable,23,71,32.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Education,Highly vulnerable,37,71,52.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Education,Minimally vulnerable,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Education,Moderately vulnerable,9,71,12.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Finance,Extremely vulnerable,29,71,40.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Finance,Highly vulnerable,32,71,45.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Finance,Minimally vulnerable,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Finance,Moderately vulnerable,8,71,11.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Healthcare,Extremely vulnerable,25,70,35.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Healthcare,Highly vulnerable,33,70,47.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Healthcare,Minimally vulnerable,2,70,2.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Healthcare,Moderately vulnerable,10,70,14.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Information,Don't Know/Unsure,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Information,Extremely vulnerable,53,71,74.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Information,Highly vulnerable,13,71,18.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Information,Minimally vulnerable,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Information,Moderately vulnerable,3,71,4.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Management,Don't Know/Unsure,2,71,2.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Management,Extremely vulnerable,7,71,9.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Management,Highly vulnerable,14,71,19.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Management,Minimally vulnerable,9,71,12.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Management,Moderately vulnerable,38,71,53.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Management,Not at all vulnerable,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,National Security,Don't Know/Unsure,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,National Security,Extremely vulnerable,46,71,64.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,National Security,Highly vulnerable,17,71,23.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,National Security,Minimally vulnerable,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,National Security,Moderately vulnerable,5,71,7.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,National Security,Not at all vulnerable,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Professional,Don't Know/Unsure,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Professional,Extremely vulnerable,8,71,11.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Professional,Highly vulnerable,33,71,46.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Professional,Minimally vulnerable,7,71,9.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Professional,Moderately vulnerable,22,71,31.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Public Administration,Extremely vulnerable,32,71,45.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Public Administration,Highly vulnerable,26,71,36.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Public Administration,Minimally vulnerable,3,71,4.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Public Administration,Moderately vulnerable,10,71,14.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Real Estate,Don't Know/Unsure,4,70,5.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Real Estate,Extremely vulnerable,7,70,10.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Real Estate,Highly vulnerable,10,70,14.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Real Estate,Minimally vulnerable,19,70,27.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Real Estate,Moderately vulnerable,29,70,41.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Real Estate,Not at all vulnerable,1,70,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Scientific,Don't Know/Unsure,1,71,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Scientific,Extremely vulnerable,18,71,25.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Scientific,Highly vulnerable,36,71,50.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Scientific,Minimally vulnerable,4,71,5.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Scientific,Moderately vulnerable,12,71,16.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Trade,Don't Know/Unsure,1,70,1.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Trade,Extremely vulnerable,5,70,7.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Trade,Highly vulnerable,16,70,22.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Trade,Minimally vulnerable,13,70,18.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Trade,Moderately vulnerable,32,70,45.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",2,Vulnerability,Sector,Trade,Not at all vulnerable,3,70,4.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Deployer,Highly responsible,49,62,79.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Deployer,Moderately responsible,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Deployer,Primarily responsible,12,62,19.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (General-purpose AI),Highly responsible,36,62,58.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (General-purpose AI),Minimally responsible,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (General-purpose AI),Moderately responsible,4,62,6.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (General-purpose AI),Primarily responsible,21,62,33.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (Specialised AI),Don't Know/Unsure,2,57,3.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (Specialised AI),Highly responsible,39,57,68.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (Specialised AI),Minimally responsible,1,57,1.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (Specialised AI),Moderately responsible,5,57,8.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (Specialised AI),Not at all responsible,1,57,1.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Developer (Specialised AI),Primarily responsible,9,57,15.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Governance Actor,Highly responsible,40,62,64.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Governance Actor,Minimally responsible,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Governance Actor,Moderately responsible,8,62,12.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Governance Actor,Primarily responsible,13,62,21.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Infrastructure Provider,Highly responsible,12,57,21.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Infrastructure Provider,Minimally responsible,13,57,22.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Infrastructure Provider,Moderately responsible,29,57,50.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Infrastructure Provider,Not at all responsible,2,57,3.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI Infrastructure Provider,Primarily responsible,1,57,1.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI User,Highly responsible,5,62,8.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI User,Minimally responsible,25,62,40.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI User,Moderately responsible,29,62,46.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI User,Not at all responsible,2,62,3.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,AI User,Primarily responsible,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,Affected Stakeholder,Highly responsible,2,56,3.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,Affected Stakeholder,Minimally responsible,23,56,41.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,Affected Stakeholder,Moderately responsible,26,56,46.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,Affected Stakeholder,Not at all responsible,3,56,5.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Responsibility,Actor,Affected Stakeholder,Primarily responsible,2,56,3.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Deployer,Extremely vulnerable,6,62,9.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Deployer,Highly vulnerable,33,62,53.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Deployer,Minimally vulnerable,5,62,8.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Deployer,Moderately vulnerable,17,62,27.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Deployer,Not at all vulnerable,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (General-purpose AI),Extremely vulnerable,7,62,11.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (General-purpose AI),Highly vulnerable,12,62,19.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (General-purpose AI),Minimally vulnerable,11,62,17.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (General-purpose AI),Moderately vulnerable,31,62,50.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (General-purpose AI),Not at all vulnerable,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (Specialised AI),Don't Know/Unsure,1,53,1.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (Specialised AI),Extremely vulnerable,7,53,13.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (Specialised AI),Highly vulnerable,4,53,7.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (Specialised AI),Minimally vulnerable,5,53,9.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (Specialised AI),Moderately vulnerable,35,53,66.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Developer (Specialised AI),Not at all vulnerable,1,53,1.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Governance Actor,Extremely vulnerable,10,62,16.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Governance Actor,Highly vulnerable,42,62,67.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Governance Actor,Minimally vulnerable,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Governance Actor,Moderately vulnerable,8,62,12.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Governance Actor,Not at all vulnerable,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Infrastructure Provider,Extremely vulnerable,2,54,3.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Infrastructure Provider,Highly vulnerable,6,54,11.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Infrastructure Provider,Minimally vulnerable,8,54,14.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Infrastructure Provider,Moderately vulnerable,33,54,61.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI Infrastructure Provider,Not at all vulnerable,5,54,9.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI User,Extremely vulnerable,49,62,79.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI User,Highly vulnerable,11,62,17.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,AI User,Minimally vulnerable,2,62,3.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,Affected Stakeholder,Don't Know/Unsure,1,55,1.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,Affected Stakeholder,Extremely vulnerable,45,55,81.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Actor,Affected Stakeholder,Highly vulnerable,9,55,16.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Accommodation,Extremely vulnerable,4,62,6.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Accommodation,Highly vulnerable,7,62,11.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Accommodation,Minimally vulnerable,20,62,32.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Accommodation,Moderately vulnerable,29,62,46.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Accommodation,Not at all vulnerable,2,62,3.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Agriculture,Extremely vulnerable,5,62,8.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Agriculture,Highly vulnerable,5,62,8.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Agriculture,Minimally vulnerable,19,62,30.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Agriculture,Moderately vulnerable,31,62,50.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Agriculture,Not at all vulnerable,2,62,3.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Arts,Extremely vulnerable,5,61,8.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Arts,Highly vulnerable,12,61,19.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Arts,Minimally vulnerable,2,61,3.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Arts,Moderately vulnerable,41,61,67.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Arts,Not at all vulnerable,1,61,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Education,Extremely vulnerable,12,57,21.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Education,Highly vulnerable,39,57,68.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Education,Minimally vulnerable,2,57,3.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Education,Moderately vulnerable,4,57,7.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Finance,Extremely vulnerable,25,62,40.3
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Finance,Highly vulnerable,32,62,51.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Finance,Moderately vulnerable,5,62,8.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Healthcare,Extremely vulnerable,17,61,27.9
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Healthcare,Highly vulnerable,36,61,59.0
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Healthcare,Moderately vulnerable,8,61,13.1
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Information,Extremely vulnerable,53,62,85.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Information,Highly vulnerable,9,62,14.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Management,Extremely vulnerable,4,62,6.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Management,Highly vulnerable,12,62,19.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Management,Minimally vulnerable,4,62,6.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Management,Moderately vulnerable,42,62,67.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,National Security,Extremely vulnerable,48,62,77.4
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,National Security,Highly vulnerable,9,62,14.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,National Security,Moderately vulnerable,4,62,6.5
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,National Security,Not at all vulnerable,1,62,1.6
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Professional,Extremely vulnerable,6,62,9.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Professional,Highly vulnerable,37,62,59.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Professional,Minimally vulnerable,3,62,4.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Professional,Moderately vulnerable,16,62,25.8
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Public Administration,Extremely vulnerable,28,62,45.2
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Public Administration,Highly vulnerable,24,62,38.7
4.1,"4.1 Disinformation, surveillance, and influence at scale",3,Vulnerability,Sector,Public Administration,Minimally vulnerable,1,62,1.6
